date,keyword,trend_value,geo
2023-10-16,Iran attack,0.8,IL
2023-10-17,Iran attack,1.3,IL
2023-10-18,Iran attack,1.0,IL
2023-10-19,Iran attack,1.9,IL
2023-10-20,Iran attack,1.4,IL
2023-10-21,Iran attack,1.2,IL
2023-10-22,Iran attack,0.3,IL
2023-10-23,Iran attack,1.3,IL
2023-10-24,Iran attack,1.4,IL
2023-10-25,Iran attack,1.2,IL
2023-10-26,Iran attack,36.0,IL
2023-10-27,Iran attack,36.2,IL
2023-10-28,Iran attack,24.1,IL
2023-10-29,Iran attack,14.7,IL
2023-10-30,Iran attack,7.9,IL
2023-10-31,Iran attack,5.0,IL
2023-11-01,Iran attack,1.7,IL
2023-11-02,Iran attack,1.4,IL
2023-11-03,Iran attack,2.0,IL
2023-11-04,Iran attack,1.2,IL
2023-11-05,Iran attack,1.0,IL
2023-11-06,Iran attack,1.7,IL
2023-11-07,Iran attack,1.1,IL
2023-11-08,Iran attack,0.6,IL
2023-11-09,Iran attack,1.3,IL
2023-11-10,Iran attack,1.4,IL
2023-11-11,Iran attack,0.7,IL
2023-11-12,Iran attack,1.7,IL
2023-11-13,Iran attack,0.8,IL
2023-11-14,Iran attack,1.0,IL
2023-11-15,Iran attack,1.1,IL
2023-11-16,Iran attack,0.2,IL
2023-11-17,Iran attack,1.6,IL
2023-11-18,Iran attack,1.6,IL
2023-11-19,Iran attack,1.1,IL
2023-11-20,Iran attack,1.3,IL
2023-11-21,Iran attack,0.4,IL
2023-11-22,Iran attack,1.2,IL
2023-11-23,Iran attack,30.0,IL
2023-11-24,Iran attack,29.1,IL
2023-11-25,Iran attack,19.6,IL
2023-11-26,Iran attack,11.2,IL
2023-11-27,Iran attack,6.7,IL
2023-11-28,Iran attack,2.0,IL
2023-11-29,Iran attack,1.2,IL
2023-11-30,Iran attack,22.3,IL
2023-12-01,Iran attack,22.3,IL
2023-12-02,Iran attack,13.0,IL
2023-12-03,Iran attack,9.1,IL
2023-12-04,Iran attack,3.2,IL
2023-12-05,Iran attack,1.4,IL
2023-12-06,Iran attack,2.2,IL
2023-12-07,Iran attack,1.0,IL
2023-12-08,Iran attack,0.7,IL
2023-12-09,Iran attack,1.5,IL
2023-12-10,Iran attack,0.8,IL
2023-12-11,Iran attack,1.0,IL
2023-12-12,Iran attack,1.5,IL
2023-12-13,Iran attack,1.4,IL
2023-12-14,Iran attack,1.1,IL
2023-12-15,Iran attack,1.3,IL
2023-12-16,Iran attack,1.3,IL
2023-12-17,Iran attack,1.5,IL
2023-12-18,Iran attack,0.9,IL
2023-12-19,Iran attack,0.8,IL
2023-12-20,Iran attack,1.0,IL
2023-12-21,Iran attack,1.7,IL
2023-12-22,Iran attack,1.9,IL
2023-12-23,Iran attack,1.5,IL
2023-12-24,Iran attack,0.8,IL
2023-12-25,Iran attack,1.9,IL
2023-12-26,Iran attack,0.5,IL
2023-12-27,Iran attack,0.5,IL
2023-12-28,Iran attack,1.8,IL
2023-12-29,Iran attack,1.3,IL
2023-12-30,Iran attack,2.0,IL
2023-12-31,Iran attack,1.5,IL
